SiteName,StationName,SampleDate_D,SampleTypeCode,SampleMatrix,SampleTop,SampleBottom,DepthUnits,DuplicateSample,Extracted,FieldSampleID,LabSampleID,AltSampleID,CoolerID,Sampler,Description,WeightVolume,SampleMethodCode,LogCode,COCNumber,DeliveryGroup,AmbientBlankLot,EquipmentBlankLot,TripBlankLot,FilteredSample,QCSequenceID,QCSampleCode,TaskNumber,PrimarySample,SampleResult,ParameterName,CASNumber,AltParamNumber,Superseded,AnalyticMethod,Value,ReportingUnits,FlagCode,ProblemCode,ValidationCode,DetectedResult,Detect,LimitType,Detect2,LimitType2,Detect3,LimitType3,SpikeAmount,RetentionTime,Error,DilutionFactor,Basis,FilteredAnalysis,LeachMethod,PrepMethod,PreparationLot,ReportableResult,AnalDate_D,ExtractDate_D,LabReportDate_D,LabRecvDate_D,Lab,LabComments,AnalysisLabID,AnalyticalBatch,ValueCode,RunCode,QCAnalysisCode,AnalysisGroup
"Montclair Department of Utilities, 54 Watchung Ave",MW-1,9/28/2018,z,Water,0,0,ft,0,,MW-1,JC74823-2MS,,,CW,,,,,,JC74823,,,,TOT,,MS,,,,Benzene,71-43-2,,0,SW846 8260C,96,%,v,z,z,y,,,,,,,250,11.3,,5,n,TOT,,,,,10/4/2018,,10/19/2018,,ACTD,,SJ24073792,V2B7356,O,OR,TAR,
"Montclair Department of Utilities, 54 Watchung Ave",MW-1,9/28/2018,z,Water,0,0,ft,0,,MW-1,JC74823-2MS,,,CW,,,,,,JC74823,,,,TOT,,MS,,,,Chlorobenzene,108-90-7,,0,SW846 8260C,92,%,v,z,z,y,,,,,,,250,15.06,,5,n,TOT,,,,,10/4/2018,,10/19/2018,,ACTD,,SJ24073792,V2B7356,O,OR,TAR,
"Montclair Department of Utilities, 54 Watchung Ave",MW-1,9/28/2018,z,Water,0,0,ft,0,,MW-1,JC74823-2MS,,,CW,,,,,,JC74823,,,,TOT,,MS,,,,Dibromochloromethane,124-48-1,,0,SW846 8260C,89,%,v,z,z,y,,,,,,,250,14.37,,5,n,TOT,,,,,10/4/2018,,10/19/2018,,ACTD,,SJ24073792,V2B7356,O,OR,TAR,
"Montclair Department of Utilities, 54 Watchung Ave",MW-1,9/28/2018,z,Water,0,0,ft,0,,MW-1,JC74823-2MS,,,CW,,,,,,JC74823,,,,TOT,,MS,,,,"1,2,4-Trichlorobenzene (VOA)",120-82-1,,0,SW846 8260C,104,%,v,z,z,y,,,,,,,250,19.71,,5,n,TOT,,,,,10/4/2018,,10/19/2018,,ACTD,,SJ24073792,V2B7356,O,OR,TAR,
"Montclair Department of Utilities, 54 Watchung Ave",MW-1,9/28/2018,z,Water,0,0,ft,0,,MW-1,JC74823-2MS,,,CW,,,,,,JC74823,,,,TOT,,MS,,,,"1,2,3-Trichlorobenzene",87-61-6,,0,SW846 8260C,100,%,v,z,z,y,,,,,,,250,20.27,,5,n,TOT,,,,,10/4/2018,,10/19/2018,,ACTD,,SJ24073792,V2B7356,O,OR,TAR,
"Montclair Department of Utilities, 54 Watchung Ave",MW-1,9/28/2018,z,Water,0,0,ft,0,,MW-1,JC74823-2MS,,,CW,,,,,,JC74823,,,,TOT,,MS,,,,"1,2-Dichloroethane-D4",17060-07-0,,0,SW846 8260C,98,%,v,z,z,y,,,,,,,251,11.19,,5,n,TOT,,,,,10/4/2018,,10/19/2018,,ACTD,,SJ24073792,V2B7356,O,OR,SUR,
"Montclair Department of Utilities, 54 Watchung Ave",MW-1,9/28/2018,z,Water,0,0,ft,0,,MW-1,JC74823-2MS,,,CW,,,,,,JC74823,,,,TOT,,MS,,,,Acetone,67-64-1,,0,SW846 8260C,115,%,v,z,z,y,,,,,,,1000,7.55,,5,n,TOT,,,,,10/4/2018,,10/19/2018,,ACTD,,SJ24073792,V2B7356,O,OR,TAR,
"Montclair Department of Utilities, 54 Watchung Ave",MW-1,9/28/2018,z,Water,0,0,ft,0,,MW-1,JC74823-2MS,,,CW,,,,,,JC74823,,,,TOT,,MS,,,,Chloroethane,75-00-3,,0,SW846 8260C,97,%,v,z,z,y,,,,,,,250,6.08,,5,n,TOT,,,,,10/4/2018,,10/19/2018,,ACTD,,SJ24073792,V2B7356,O,OR,TAR,
"Montclair Department of Utilities, 54 Watchung Ave",MW-1,9/28/2018,z,Water,0,0,ft,0,,MW-1,JC74823-2MS,,,CW,,,,,,JC74823,,,,TOT,,MS,,,,"1,2-Dichlorobenzene (VOA)",95-50-1,,0,SW846 8260C,96,%,v,z,z,y,,,,,,,250,17.96,,5,n,TOT,,,,,10/4/2018,,10/19/2018,,ACTD,,SJ24073792,V2B7356,O,OR,TAR,
"Montclair Department of Utilities, 54 Watchung Ave",MW-1,9/28/2018,z,Water,0,0,ft,0,,MW-1,JC74823-2MS,,,CW,,,,,,JC74823,,,,TOT,,MS,,,,Carbon tetrachloride,56-23-5,,0,SW846 8260C,100,%,v,z,z,y,,,,,,,250,11.07,,5,n,TOT,,,,,10/4/2018,,10/19/2018,,ACTD,,SJ24073792,V2B7356,O,OR,TAR,
"Montclair Department of Utilities, 54 Watchung Ave",MW-1,9/28/2018,z,Water,0,0,ft,0,,MW-1,JC74823-2MS,,,CW,,,,,,JC74823,,,,TOT,,MS,,,,Carbon disulfide,75-15-0,,0,SW846 8260C,98,%,v,z,z,y,,,,,,,250,7.98,,5,n,TOT,,,,,10/4/2018,,10/19/2018,,ACTD,,SJ24073792,V2B7356,O,OR,TAR,
"Montclair Department of Utilities, 54 Watchung Ave",MW-1,9/28/2018,z,Water,0,0,ft,0,,MW-1,JC74823-2MS,,,CW,,,,,,JC74823,,,,TOT,,MS,,,,Methyl ethyl ketone,78-93-3,,0,SW846 8260C,102,%,v,z,z,y,,,,,,,1000,10.11,,5,n,TOT,,,,,10/4/2018,,10/19/2018,,ACTD,,SJ24073792,V2B7356,O,OR,TAR,
"Montclair Department of Utilities, 54 Watchung Ave",MW-1,9/28/2018,z,Water,0,0,ft,0,,MW-1,JC74823-2MS,,,CW,,,,,,JC74823,,,,TOT,,MS,,,,Bromomethane,74-83-9,,0,SW846 8260C,90,%,v,z,z,y,,,,,,,250,5.91,,5,n,TOT,,,,,10/4/2018,,10/19/2018,,ACTD,,SJ24073792,V2B7356,O,OR,TAR,
"Montclair Department of Utilities, 54 Watchung Ave",MW-1,9/28/2018,z,Water,0,0,ft,0,,MW-1,JC74823-2MS,,,CW,,,,,,JC74823,,,,TOT,,MS,,,,Bromoform,75-25-2,,0,SW846 8260C,90,%,v,z,z,y,,,,,,,250,15.95,,5,n,TOT,,,,,10/4/2018,,10/19/2018,,ACTD,,SJ24073792,V2B7356,O,OR,TAR,
"Montclair Department of Utilities, 54 Watchung Ave",MW-1,9/28/2018,z,Water,0,0,ft,0,,MW-1,JC74823-2MS,,,CW,,,,,,JC74823,,,,TOT,,MS,,,,Bromodichloromethane,75-27-4,,0,SW846 8260C,94,%,v,z,z,y,,,,,,,250,12.59,,5,n,TOT,,,,,10/4/2018,,10/19/2018,,ACTD,,SJ24073792,V2B7356,O,OR,TAR,
"Montclair Department of Utilities, 54 Watchung Ave",MW-1,9/28/2018,z,Water,0,0,ft,0,,MW-1,JC74823-2MS,,,CW,,,,,,JC74823,,,,TOT,,MS,,,,Chloroform,67-66-3,,0,SW846 8260C,98,%,v,z,z,y,,,,,,,250,10.54,,5,n,TOT,,,,,10/4/2018,,10/19/2018,,ACTD,,SJ24073792,V2B7356,O,OR,TAR,
"Montclair Department of Utilities, 54 Watchung Ave",MW-1,9/28/2018,z,Water,0,0,ft,1,,MW-1,JC74823-2MSD,,,CW,,,,,,JC74823,,,,TOT,,MSD,,,,"1,2,4-Trichlorobenzene (VOA)",120-82-1,,0,SW846 8260C,3,%,v,z,z,y,,,,,,,250,19.71,,5,n,TOT,,,,,10/4/2018,,10/19/2018,,ACTD,,SJ24073793,V2B7356,O,OR,TAR,
"Montclair Department of Utilities, 54 Watchung Ave",MW-1,9/28/2018,z,Water,0,0,ft,1,,MW-1,JC74823-2MSD,,,CW,,,,,,JC74823,,,,TOT,,MSD,,,,Chloromethane,74-87-3,,0,SW846 8260C,4,%,v,z,z,y,,,,,,,250,4.93,,5,n,TOT,,,,,10/4/2018,,10/19/2018,,ACTD,,SJ24073793,V2B7356,O,OR,TAR,
"Montclair Department of Utilities, 54 Watchung Ave",MW-1,9/28/2018,z,Water,0,0,ft,1,,MW-1,JC74823-2MSD,,,CW,,,,,,JC74823,,,,TOT,,MSD,,,,"cis-1,3-Dichloropropene",10061-01-5,,0,SW846 8260C,0,%,v,z,z,y,,,,,,,250,13.09,,5,n,TOT,,,,,10/4/2018,,10/19/2018,,ACTD,,SJ24073793,V2B7356,O,OR,TAR,
"Montclair Department of Utilities, 54 Watchung Ave",MW-1,9/28/2018,z,Water,0,0,ft,1,,MW-1,JC74823-2MSD,,,CW,,,,,,JC74823,,,,TOT,,MSD,,,,"1,2-Dichloropropane",78-87-5,,0,SW846 8260C,2,%,v,z,z,y,,,,,,,250,12.3,,5,n,TOT,,,,,10/4/2018,,10/19/2018,,ACTD,,SJ24073793,V2B7356,O,OR,TAR,
"Montclair Department of Utilities, 54 Watchung Ave",MW-1,9/28/2018,z,Water,0,0,ft,1,,MW-1,JC74823-2MSD,,,CW,,,,,,JC74823,,,,TOT,,MSD,,,,"trans-1,2-Dichloroethene",156-60-5,,0,SW846 8260C,1,%,v,z,z,y,,,,,,,250,8.76,,5,n,TOT,,,,,10/4/2018,,10/19/2018,,ACTD,,SJ24073793,V2B7356,O,OR,TAR,
"Montclair Department of Utilities, 54 Watchung Ave",MW-1,9/28/2018,z,Water,0,0,ft,1,,MW-1,JC74823-2MSD,,,CW,,,,,,JC74823,,,,TOT,,MSD,,,,Bromofluorobenzene,460-00-4,,0,SW846 8260C,100,%,v,z,z,y,,,,,,,251,16.26,,5,n,TOT,,,,,10/4/2018,,10/19/2018,,ACTD,,SJ24073793,V2B7356,O,OR,SUR,
"Montclair Department of Utilities, 54 Watchung Ave",MW-1,9/28/2018,z,Water,0,0,ft,1,,MW-1,JC74823-2MSD,,,CW,,,,,,JC74823,,,,TOT,,MSD,,,,"1,1-Dichloroethene",75-35-4,,0,SW846 8260C,0,%,v,z,z,y,,,,,,,250,7.55,,5,n,TOT,,,,,10/4/2018,,10/19/2018,,ACTD,,SJ24073793,V2B7356,O,OR,TAR,
"Montclair Department of Utilities, 54 Watchung Ave",MW-1,9/28/2018,z,Water,0,0,ft,1,,MW-1,JC74823-2MSD,,,CW,,,,,,JC74823,,,,TOT,,MSD,,,,"1,1,2-Trichloroethane",79-00-5,,0,SW846 8260C,1,%,v,z,z,y,,,,,,,250,13.9,,5,n,TOT,,,,,10/4/2018,,10/19/2018,,ACTD,,SJ24073793,V2B7356,O,OR,TAR,
"Montclair Department of Utilities, 54 Watchung Ave",MW-1,9/28/2018,z,Water,0,0,ft,1,,MW-1,JC74823-2MSD,,,CW,,,,,,JC74823,,,,TOT,,MSD,,,,"1,2-Dichloroethane",107-06-2,,0,SW846 8260C,1,%,v,z,z,y,,,,,,,250,11.28,,5,n,TOT,,,,,10/4/2018,,10/19/2018,,ACTD,,SJ24073793,V2B7356,O,OR,TAR,
"Montclair Department of Utilities, 54 Watchung Ave",MW-1,9/28/2018,z,Water,0,0,ft,1,,MW-1,JC74823-2MSD,,,CW,,,,,,JC74823,,,,TOT,,MSD,,,,"1,1-Dichloroethane",75-34-3,,0,SW846 8260C,1,%,v,z,z,y,,,,,,,250,9.36,,5,n,TOT,,,,,10/4/2018,,10/19/2018,,ACTD,,SJ24073793,V2B7356,O,OR,TAR,
"Montclair Department of Utilities, 54 Watchung Ave",MW-1,9/28/2018,z,Water,0,0,ft,1,,MW-1,JC74823-2MSD,,,CW,,,,,,JC74823,,,,TOT,,MSD,,,,Dichlorodifluoromethane,75-71-8,,0,SW846 8260C,4,%,v,z,z,y,,,,,,,250,4.51,,5,n,TOT,,,,,10/4/2018,,10/19/2018,,ACTD,,SJ24073793,V2B7356,O,OR,TAR,
"Montclair Department of Utilities, 54 Watchung Ave",MW-1,9/28/2018,z,Water,0,0,ft,1,,MW-1,JC74823-2MSD,,,CW,,,,,,JC74823,,,,TOT,,MSD,,,,"1,4-Dichlorobenzene (VOA)",106-46-7,,0,SW846 8260C,2,%,v,z,z,y,,,,,,,250,17.54,,5,n,TOT,,,,,10/4/2018,,10/19/2018,,ACTD,,SJ24073793,V2B7356,O,OR,TAR,
"Montclair Department of Utilities, 54 Watchung Ave",MW-1,9/28/2018,z,Water,0,0,ft,1,,MW-1,JC74823-2MSD,,,CW,,,,,,JC74823,,,,TOT,,MSD,,,,"1,3-Dichlorobenzene (VOA)",541-73-1,,0,SW846 8260C,1,%,v,z,z,y,,,,,,,250,17.45,,5,n,TOT,,,,,10/4/2018,,10/19/2018,,ACTD,,SJ24073793,V2B7356,O,OR,TAR,
"Montclair Department of Utilities, 54 Watchung Ave",MW-1,9/28/2018,z,Water,0,0,ft,1,,MW-1,JC74823-2MSD,,,CW,,,,,,JC74823,,,,TOT,,MSD,,,,"1,2-Dichlorobenzene (VOA)",95-50-1,,0,SW846 8260C,3,%,v,z,z,y,,,,,,,250,17.96,,5,n,TOT,,,,,10/4/2018,,10/19/2018,,ACTD,,SJ24073793,V2B7356,O,OR,TAR,
"Montclair Department of Utilities, 54 Watchung Ave",MW-1,9/28/2018,z,Water,0,0,ft,1,,MW-1,JC74823-2MSD,,,CW,,,,,,JC74823,,,,TOT,,MSD,,,,"trans-1,3-Dichloropropene",10061-02-6,,0,SW846 8260C,2,%,v,z,z,y,,,,,,,250,13.68,,5,n,TOT,,,,,10/4/2018,,10/19/2018,,ACTD,,SJ24073793,V2B7356,O,OR,TAR,
"Montclair Department of Utilities, 54 Watchung Ave",MW-1,9/28/2018,z,Water,0,0,ft,1,,MW-1,JC74823-2MSD,,,CW,,,,,,JC74823,,,,TOT,,MSD,,,,Cyclohexane,110-82-7,,0,SW846 8260C,2,%,v,z,z,y,,,,,,,250,10.96,,5,n,TOT,,,,,10/4/2018,,10/19/2018,,ACTD,,SJ24073793,V2B7356,O,OR,TAR,
"Montclair Department of Utilities, 54 Watchung Ave",MW-1,9/28/2018,z,Water,0,0,ft,1,,MW-1,JC74823-2MSD,,,CW,,,,,,JC74823,,,,TOT,,MSD,,,,"cis-1,2-Dichloroethene",156-59-2,,0,SW846 8260C,3,%,v,z,z,y,,,,,,,250,10.15,,5,n,TOT,,,,,10/4/2018,,10/19/2018,,ACTD,,SJ24073793,V2B7356,O,OR,TAR,
"Montclair Department of Utilities, 54 Watchung Ave",MW-1,9/28/2018,z,Water,0,0,ft,1,,MW-1,JC74823-2MSD,,,CW,,,,,,JC74823,,,,TOT,,MSD,,,,Chloroform,67-66-3,,0,SW846 8260C,2,%,v,z,z,y,,,,,,,250,10.54,,5,n,TOT,,,,,10/4/2018,,10/19/2018,,ACTD,,SJ24073793,V2B7356,O,OR,TAR,
"Montclair Department of Utilities, 54 Watchung Ave",MW-1,9/28/2018,z,Water,0,0,ft,1,,MW-1,JC74823-2MSD,,,CW,,,,,,JC74823,,,,TOT,,MSD,,,,Chloroethane,75-00-3,,0,SW846 8260C,3,%,v,z,z,y,,,,,,,250,6.08,,5,n,TOT,,,,,10/4/2018,,10/19/2018,,ACTD,,SJ24073793,V2B7356,O,OR,TAR,
"Montclair Department of Utilities, 54 Watchung Ave",MW-1,9/28/2018,z,Water,0,0,ft,1,,MW-1,JC74823-2MSD,,,CW,,,,,,JC74823,,,,TOT,,MSD,,,,Chlorobenzene,108-90-7,,0,SW846 8260C,1,%,v,z,z,y,,,,,,,250,15.06,,5,n,TOT,,,,,10/4/2018,,10/19/2018,,ACTD,,SJ24073793,V2B7356,O,OR,TAR,
"Montclair Department of Utilities, 54 Watchung Ave",MW-1,9/28/2018,z,Water,0,0,ft,1,,MW-1,JC74823-2MSD,,,CW,,,,,,JC74823,,,,TOT,,MSD,,,,Carbon tetrachloride,56-23-5,,0,SW846 8260C,2,%,v,z,z,y,,,,,,,250,11.07,,5,n,TOT,,,,,10/4/2018,,10/19/2018,,ACTD,,SJ24073793,V2B7356,O,OR,TAR,
"Montclair Department of Utilities, 54 Watchung Ave",MW-1,9/28/2018,z,Water,0,0,ft,1,,MW-1,JC74823-2MSD,,,CW,,,,,,JC74823,,,,TOT,,MSD,,,,Carbon disulfide,75-15-0,,0,SW846 8260C,2,%,v,z,z,y,,,,,,,250,7.98,,5,n,TOT,,,,,10/4/2018,,10/19/2018,,ACTD,,SJ24073793,V2B7356,O,OR,TAR,
"Montclair Department of Utilities, 54 Watchung Ave",MW-1,9/28/2018,z,Water,0,0,ft,1,,MW-1,JC74823-2MSD,,,CW,,,,,,JC74823,,,,TOT,,MSD,,,,Methyl ethyl ketone,78-93-3,,0,SW846 8260C,1,%,v,z,z,y,,,,,,,1000,10.11,,5,n,TOT,,,,,10/4/2018,,10/19/2018,,ACTD,,SJ24073793,V2B7356,O,OR,TAR,
"Montclair Department of Utilities, 54 Watchung Ave",MW-1,9/28/2018,z,Water,0,0,ft,1,,MW-1,JC74823-2MSD,,,CW,,,,,,JC74823,,,,TOT,,MSD,,,,Bromomethane,74-83-9,,0,SW846 8260C,4,%,v,z,z,y,,,,,,,250,5.91,,5,n,TOT,,,,,10/4/2018,,10/19/2018,,ACTD,,SJ24073793,V2B7356,O,OR,TAR,
"Montclair Department of Utilities, 54 Watchung Ave",MW-1,9/28/2018,z,Water,0,0,ft,1,,MW-1,JC74823-2MSD,,,CW,,,,,,JC74823,,,,TOT,,MSD,,,,Bromoform,75-25-2,,0,SW846 8260C,0,%,v,z,z,y,,,,,,,250,15.95,,5,n,TOT,,,,,10/4/2018,,10/19/2018,,ACTD,,SJ24073793,V2B7356,O,OR,TAR,
"Montclair Department of Utilities, 54 Watchung Ave",MW-1,9/28/2018,z,Water,0,0,ft,1,,MW-1,JC74823-2MSD,,,CW,,,,,,JC74823,,,,TOT,,MSD,,,,Bromodichloromethane,75-27-4,,0,SW846 8260C,0,%,v,z,z,y,,,,,,,250,12.59,,5,n,TOT,,,,,10/4/2018,,10/19/2018,,ACTD,,SJ24073793,V2B7356,O,OR,TAR,
"Montclair Department of Utilities, 54 Watchung Ave",MW-1,9/28/2018,z,Water,0,0,ft,1,,MW-1,JC74823-2MSD,,,CW,,,,,,JC74823,,,,TOT,,MSD,,,,Bromochloromethane,74-97-5,,0,SW846 8260C,0,%,v,z,z,y,,,,,,,250,10.47,,5,n,TOT,,,,,10/4/2018,,10/19/2018,,ACTD,,SJ24073793,V2B7356,O,OR,TAR,
"Montclair Department of Utilities, 54 Watchung Ave",MW-1,9/28/2018,z,Water,0,0,ft,1,,MW-1,JC74823-2MSD,,,CW,,,,,,JC74823,,,,TOT,,MSD,,,,Benzene,71-43-2,,0,SW846 8260C,2,%,v,z,z,y,,,,,,,250,11.3,,5,n,TOT,,,,,10/4/2018,,10/19/2018,,ACTD,,SJ24073793,V2B7356,O,OR,TAR,
"Montclair Department of Utilities, 54 Watchung Ave",MW-1,9/28/2018,z,Water,0,0,ft,1,,MW-1,JC74823-2MSD,,,CW,,,,,,JC74823,,,,TOT,,MSD,,,,Acetone,67-64-1,,0,SW846 8260C,2,%,v,z,z,y,,,,,,,1000,7.55,,5,n,TOT,,,,,10/4/2018,,10/19/2018,,ACTD,,SJ24073793,V2B7356,O,OR,TAR,
"Montclair Department of Utilities, 54 Watchung Ave",MW-1,9/28/2018,z,Water,0,0,ft,1,,MW-1,JC74823-2MSD,,,CW,,,,,,JC74823,,,,TOT,,MSD,,,,Dibromochloromethane,124-48-1,,0,SW846 8260C,1,%,v,z,z,y,,,,,,,250,14.37,,5,n,TOT,,,,,10/4/2018,,10/19/2018,,ACTD,,SJ24073793,V2B7356,O,OR,TAR,
"Montclair Department of Utilities, 54 Watchung Ave",MW-1,9/28/2018,z,Water,0,0,ft,1,,MW-1,JC74823-2MSD,,,CW,,,,,,JC74823,,,,TOT,,MSD,,,,Xylenes (Total),1330-20-7,,0,SW846 8260C,1,%,v,z,z,y,,,,,,,750,,,5,n,TOT,,,,,10/4/2018,,10/19/2018,,ACTD,,SJ24073793,V2B7356,O,OR,TAR,
"Montclair Department of Utilities, 54 Watchung Ave",MW-1,9/28/2018,z,Water,0,0,ft,1,,MW-1,JC74823-2MSD,,,CW,,,,,,JC74823,,,,TOT,,MSD,,,,Toluene,108-88-3,,0,SW846 8260C,1,%,v,z,z,y,,,,,,,250,13.5,,5,n,TOT,,,,,10/4/2018,,10/19/2018,,ACTD,,SJ24073793,V2B7356,O,OR,TAR,
"Montclair Department of Utilities, 54 Watchung Ave",MW-1,9/28/2018,z,Water,0,0,ft,1,,MW-1,JC74823-2MSD,,,CW,,,,,,JC74823,,,,TOT,,MSD,,,,"1,2,3-Trichlorobenzene",87-61-6,,0,SW846 8260C,2,%,v,z,z,y,,,,,,,250,20.27,,5,n,TOT,,,,,10/4/2018,,10/19/2018,,ACTD,,SJ24073793,V2B7356,O,OR,TAR,
"Montclair Department of Utilities, 54 Watchung Ave",MW-1,9/28/2018,z,Water,0,0,ft,1,,MW-1,JC74823-2MSD,,,CW,,,,,,JC74823,,,,TOT,,MSD,,,,"1,1,1-Trichloroethane",71-55-6,,0,SW846 8260C,2,%,v,z,z,y,,,,,,,250,10.85,,5,n,TOT,,,,,10/4/2018,,10/19/2018,,ACTD,,SJ24073793,V2B7356,O,OR,TAR,
"Montclair Department of Utilities, 54 Watchung Ave",MW-1,9/28/2018,z,Water,0,0,ft,1,,MW-1,JC74823-2MSD,,,CW,,,,,,JC74823,,,,TOT,,MSD,,,,Trichloroethene,79-01-6,,0,SW846 8260C,1,%,v,z,z,y,,,,,,,250,12.05,,5,n,TOT,,,,,10/4/2018,,10/19/2018,,ACTD,,SJ24073793,V2B7356,O,OR,TAR,
"Montclair Department of Utilities, 54 Watchung Ave",MW-1,9/28/2018,z,Water,0,0,ft,1,,MW-1,JC74823-2MSD,,,CW,,,,,,JC74823,,,,TOT,,MSD,,,,Trichlorofluoromethane,75-69-4,,0,SW846 8260C,1,%,v,z,z,y,,,,,,,250,6.65,,5,n,TOT,,,,,10/4/2018,,10/19/2018,,ACTD,,SJ24073793,V2B7356,O,OR,TAR,
"Montclair Department of Utilities, 54 Watchung Ave",MW-1,9/28/2018,z,Water,0,0,ft,1,,MW-1,JC74823-2MSD,,,CW,,,,,,JC74823,,,,TOT,,MSD,,,,Vinyl chloride,75-01-4,,0,SW846 8260C,3,%,v,z,z,y,,,,,,,250,5.2,,5,n,TOT,,,,,10/4/2018,,10/19/2018,,ACTD,,SJ24073793,V2B7356,O,OR,TAR,
"Montclair Department of Utilities, 54 Watchung Ave",MW-1,9/28/2018,z,Water,0,0,ft,1,,MW-1,JC74823-2MSD,,,CW,,,,,,JC74823,,,,TOT,,MSD,,,,"1,1,2,2-Tetrachloroethane",79-34-5,,0,SW846 8260C,1,%,v,z,z,y,,,,,,,250,16.34,,5,n,TOT,,,,,10/4/2018,,10/19/2018,,ACTD,,SJ24073793,V2B7356,O,OR,TAR,
"Montclair Department of Utilities, 54 Watchung Ave",MW-1,9/28/2018,z,Water,0,0,ft,1,,MW-1,JC74823-2MSD,,,CW,,,,,,JC74823,,,,TOT,,MSD,,,,o-Xylene,95-47-6,,0,SW846 8260C,1,%,v,z,z,y,,,,,,,250,15.69,,5,n,TOT,,,,,10/4/2018,,10/19/2018,,ACTD,,SJ24073793,V2B7356,O,OR,TAR,
"Montclair Department of Utilities, 54 Watchung Ave",MW-1,9/28/2018,z,Water,0,0,ft,1,,MW-1,JC74823-2MSD,,,CW,,,,,,JC74823,,,,TOT,,MSD,,,,Styrene,100-42-5,,0,SW846 8260C,1,%,v,z,z,y,,,,,,,250,15.69,,5,n,TOT,,,,,10/4/2018,,10/19/2018,,ACTD,,SJ24073793,V2B7356,O,OR,TAR,
"Montclair Department of Utilities, 54 Watchung Ave",MW-1,9/28/2018,z,Water,0,0,ft,1,,MW-1,JC74823-2MSD,,,CW,,,,,,JC74823,,,,TOT,,MSD,,,,Dibromofluoromethane,1868-53-7,,0,SW846 8260C,105,%,v,z,z,y,,,,,,,249,10.74,,5,n,TOT,,,,,10/4/2018,,10/19/2018,,ACTD,,SJ24073793,V2B7356,O,OR,SUR,
"Montclair Department of Utilities, 54 Watchung Ave",MW-1,9/28/2018,z,Water,0,0,ft,1,,MW-1,JC74823-2MSD,,,CW,,,,,,JC74823,,,,TOT,,MSD,,,,Dibromofluoromethane,1868-53-7,,0,SW846 8260C,105,%,v,z,z,y,,,,,,,249,10.74,,5,n,TOT,,,,,10/4/2018,,10/19/2018,,ACTD,,SJ24073793,V2B7356,O,OR,SUR,
"Montclair Department of Utilities, 54 Watchung Ave",MW-1,9/28/2018,z,Water,0,0,ft,1,,MW-1,JC74823-2MSD,,,CW,,,,,,JC74823,,,,TOT,,MSD,,,,"1,2-Dichloroethane-D4",17060-07-0,,0,SW846 8260C,99,%,v,z,z,y,,,,,,,249,11.19,,5,n,TOT,,,,,10/4/2018,,10/19/2018,,ACTD,,SJ24073793,V2B7356,O,OR,SUR,
"Montclair Department of Utilities, 54 Watchung Ave",MW-1,9/28/2018,z,Water,0,0,ft,1,,MW-1,JC74823-2MSD,,,CW,,,,,,JC74823,,,,TOT,,MSD,,,,"1,2-Dichloroethane-D4",17060-07-0,,0,SW846 8260C,99,%,v,z,z,y,,,,,,,249,11.19,,5,n,TOT,,,,,10/4/2018,,10/19/2018,,ACTD,,SJ24073793,V2B7356,O,OR,SUR,
"Montclair Department of Utilities, 54 Watchung Ave",MW-1,9/28/2018,z,Water,0,0,ft,1,,MW-1,JC74823-2MSD,,,CW,,,,,,JC74823,,,,TOT,,MSD,,,,Toluene-D8,2037-26-5,,0,SW846 8260C,95,%,v,z,z,y,,,,,,,250,13.42,,5,n,TOT,,,,,10/4/2018,,10/19/2018,,ACTD,,SJ24073793,V2B7356,O,OR,SUR,
"Montclair Department of Utilities, 54 Watchung Ave",MW-1,9/28/2018,z,Water,0,0,ft,1,,MW-1,JC74823-2MSD,,,CW,,,,,,JC74823,,,,TOT,,MSD,,,,Toluene-D8,2037-26-5,,0,SW846 8260C,95,%,v,z,z,y,,,,,,,250,13.42,,5,n,TOT,,,,,10/4/2018,,10/19/2018,,ACTD,,SJ24073793,V2B7356,O,OR,SUR,
"Montclair Department of Utilities, 54 Watchung Ave",MW-1,9/28/2018,z,Water,0,0,ft,1,,MW-1,JC74823-2MSD,,,CW,,,,,,JC74823,,,,TOT,,MSD,,,,Bromofluorobenzene,460-00-4,,0,SW846 8260C,100,%,v,z,z,y,,,,,,,251,16.26,,5,n,TOT,,,,,10/4/2018,,10/19/2018,,ACTD,,SJ24073793,V2B7356,O,OR,SUR,
"Montclair Department of Utilities, 54 Watchung Ave",MW-1,9/28/2018,z,Water,0,0,ft,1,,MW-1,JC74823-2MSD,,,CW,,,,,,JC74823,,,,TOT,,MSD,,,,m&p-Xylenes,,,0,SW846 8260C,2,%,v,z,z,y,,,,,,,500,15.25,,5,n,TOT,,,,,10/4/2018,,10/19/2018,,ACTD,,SJ24073793,V2B7356,O,OR,TAR,
"Montclair Department of Utilities, 54 Watchung Ave",MW-1,9/28/2018,z,Water,0,0,ft,1,,MW-1,JC74823-2MSD,,,CW,,,,,,JC74823,,,,TOT,,MSD,,,,Methylene chloride,75-09-2,,0,SW846 8260C,1,%,v,z,z,y,,,,,,,250,8.31,,5,n,TOT,,,,,10/4/2018,,10/19/2018,,ACTD,,SJ24073793,V2B7356,O,OR,TAR,
